user,artwork,q5,q1,q2,q3,q4
55,7,"Soista maalaismaisemaa, jota lampaat ylittävät jonossa pitkospuita pitkin. Kuulas päivä, mutta valon perusteella kenties kääntymässä iltaan.","Teoksen tunnelma on minusta jotenkin todella epämiellyttävä, mieleeni tulevat omat kokemukseni maaseudulta jotka eivät olleet mukavia vaikka olenkin asunut siellä lapsuuteni ja viettänyt siellä paljon aikaa. Teoksessa on myös jotenkin raamatullis-paatoksellinen tunnelma, jotenkin sellainen inhoarkinen ja työntekoa ihannoiva. Tuntuu että minä katsojana olen lampaiden omistaja ja mietin miten inhottavaa olisi, jos joutuisin ajamaan lampaita joka päivä edestakaisin tämän soisen alueen yli ja pelkäämään että kohta joku niistä tippuu suohon ja hukkuu sinne.","😴 Tylsistynyt, 🤢 Inhottaa, ahdistaa",Viktoriaanisen ajan vaatteisiin pukeutuneen ihmishahmon jolla on valtavan suuret kädet ja pöllöm pää,"Teos huvittaa, se tuntuu hiukan joltain teinigootin Edgar Allan Poen inspiroimalta faniteokselta - upeasti toteutettu toki, mutta teoksen teemat, tyyli ja kompositio tuntuvat hiukan teinimäisiltä. Tuntuu ehkä hiukan väkisin tehdyltä, ja se jotenkin ärsyttää ja vähentää teoksen vetoavuutta."
55,8,😂  Naurattaa,,,,
55,9,,,,,
55,10,,,,,
55,11,,,,,
55,12,,,,,
56,1,Orientalismi,"Teos vangitsee katseen ja haastaa katsomaan tarkemmin, mitä kaikkea se kätkee sisälleen. ","🤔 Pohdiskeleva, Kiinnostunut ",Auringonnousun tai -laskun mereen,Tyyni
56,2,😄 Iloinen!,,,,"Epäselvä asetelma: onko tilanne uhkaava (ja jos, kummalle) vai hellä? "
56,3,"Teos on kaunis, mutta siinä on myös surumielisyyttä","😕Hämmentynyt, 🤔 Pohdiskeleva","Rosoinen, kaunistelematon katunäkymä",Teos saa miettimään menneisyyden ihmisten elämän puitteita ja reunaehtoja ,Kiinnostunut
56,4,"Karu, melkein rujo maisema","Teos on levottomuutta herättävä, miltei pelottava","😕Hämmentynyt, 😱 Pelottaa",,
56,5,,,,,
56,6,,,,,
56,7,,,,,
56,8,,,,,
56,9,,,,,
56,10,,,,,
56,11,,,,,
56,12,,,,,
57,1,"Naiselle on oletettavasti herännyt negatiivisia saadusta kirjeestä, koska rutistaa kirjettä nyrkkiin. Lattialla myös oletettavasti osa samaa kirjettä. Karkkipaperia lattialla. Aikakaudelta, jolloin naisilla oli vähän itsenäisyyttä. Yläluokkainen nainen: hienot kankaat, hopeiselta näyttävä astia pienpöydällä. Aasiassa? Matkalla puolisonsa tai perheensä kanssa. ","Onneksi elän 2020, enkä tuolloin. Miksiköhän taulu on maalattu, mikä tarina siinä on takana?",🤔 Pohdiskeleva,Todella mielenkiintoinen taulu. Jotenkin lennokas ja pysähtynyt yhtäaikaa.,Aavistuksen tylsistynyt tunne tulee. Tai penseä. Tuo keltainen sävy on luotaantyöntävä.
57,2,Vainiin,"Jotenkin ihana kuva! Onko kukat vahingossa vai tahallaan laitettu lattialle? Sunnuntaibrunssi ystävien kanssa, varmasti ollut vieraita. Sitten on siirrytty puutarhaan tm. Useampi viinipullo, mutta ei montaa tuolia? Valo näyttää aamulta, voihan toki olla, että juhlat on olleet illallakin, mutta jostain syystä, teekupit ja banaanit voisivat viitata brunssiin. Ihana epäjärjestys! Kyntteliköt ja kello viitannevat 1800-luvun loppuun tai 1900-luvun alkuun. Ei varmaan ihan aito tilanne, mutta varmasti on ollut vastaavia aitoja tilanteita, minkä takia ollaan tilanne haluttu kuvata.","Ilahtunut, hyväntuulinen, haluan mukaan",😄 Iloinen!,"Outo kuva. Jos nainen on vain uiskentelemassa, miksi on jotenkin täysin passiivinen tilanteessa? Toisaalta vaatekappale leijailee takana, onko siis joku dramaattisempia käänne takana? Miehen elekieli ei kyllä kerro että pelastaisi nukkuvaa, vaan että haluaisi houkutella naista lemmenleikkeihin. Ehkä taulun on maalannut mies, jolla on tällainen ihmiskäsitys. Tavattoman kaunis taulu: värit on jotenkin ihanan herkät, mutta ihmisten asetelma jollain tapaa ärsyttää, tai siis naisen passiivisuus ja miehen kaino tavoittelu.
Vesi näyttää pysähtyneeltä, kuin ammeessa, eikä luonnossa. Samoin valo näyttää kuin luolassa olisivat."
57,3,Jostain syystä ärsyttää. ,Ärsyttävä,Onkohan tämä myöhäinen ilta?. Kaupustelukuva. Yhdysvalloissa? Englannissa? Kuvassa ehkä sivukuja ja etäämmällä tori,Arkinen vähän etäiseksi jättävä tilannekuva,Etäinen
57,4,"Todella hieno. Onko tuo palanut puu? Vai vain kelottunut ja katkennut? Onko aurinko tuon pilven takana? Lampaita ei heti huomaa, se ettei kaikkea näe heti, vain kun hetken tarkastelun jälkeen, tekee kuvasta mielenkiintoisen. ",Toiveikas ja surullinen,"😔 Surullinen, Toiveikas","Hieno taulu! Naisen ilme tekee taulusta mielenkiintoisen, pysäyttää. Ja värit jotenkin myös. Väriyhdistelmä on todella hieno ja sikis pysäyttävä. Levähtääkö nainen vain vai on vaipunut tiettyihin ajatuksiin? Vai rukoileeko. Tähänastisista mielenkiintoisin taulu.","Rauhallinen, utelias"
57,5,Rauhallinen ja utelias,En ole koskaan ymmärtänyt osia tällaisista muotokuvista. Tässä mielenkiintoista on ehdottomasti punaisuus ja silmien erilaisuus. Silmiä katsoo uudestaan ja uudestaan.,Että outoa ja mitä,😮 Yllättynyt,
57,6,,,,,
57,7,,,,,
57,8,,,,,
57,9,,,,,
57,10,,,,,
57,11,,,,,
57,12,,,,,
58,1,"Nainen ei ole tyytyväinen saamaansa kirjeeseen. Hän on silpunnut osan palasiksi. Hänen ilmeensä on tyrmistynyt. Pidän teoksen lämpimistä sävyistä, väreistä ja valosta. Japanilaisaiheinen taustatapetti on kaunis. Bambut (?) saavat miettimään, mihin kuva sijoittuu. Onko nainen saanut postia Japaniin?","Katson yksityiskohtia, värejä, sävyjä. Nautin niistä mutta aihe jättää melko kylmäksi. En pidä tämäntyylisistä teoksista.",🤔 Pohdiskeleva,"Tällaisista teoksista pidän enemmän. Ne antavat tilaa omalle tulkinnalle. Teoksessa voisi olla vaikkapa merestä kohoava purje ja sen takana nouseva aurinko. Pidän graafisuudesta, linjoista ja väreistä.",Teos herättää mielenkiintoa ja saa ajatukset liikkeelle. Värit ja linjat ovat selkeitä ja luovuus herättää luovuutta.
58,2,😄 Iloinen!,"Tilan juhlien jälkeen. Aamun valon, tyhjät pullot, pudonneet koristeet.",Teos jättää aika kylmäksi.,😴 Tylsistynyt,"Kaksi myyttistä hahmoa. Mieshahmo on yhtä päällekäyvä kuin Väinämöinen omassa kansallisgalleriassamme, joskin Ainolla on paremmat mahdollisuudet päästä pakoon. Sukupuolinen vire on minusta yksipuolinen.Merenneito saattaa houkutella ja vetää sitten mukanaan syvyyksiin."
58,3,"Hahmot pakenevat kehysten ulkopuolelle. Tila on ahdas joskin viistosti tilaa jää. Tässä alistava mieshahmo saattaakin joutua alistetuksi, hukkua syvyyksiin.",🙂 OK,"Markkinakujan. Hahmot ovat hämäriä, jään miettimään, mitä he tekevät. Valo on hieno.","Teoksen kuvaama aikakausi, asut ja elämä. Mitä ovat mahtaneet ostaa markkinoilta. ",😴 Tylsistynyt
58,4,"Lehdettömiä puunrunkoja, ehkä oliivipuita. Toivoa antavaa valoa taustalla.","Minusta kuva on synkkä, vaikka huhtikuu on keväinen, valoisa kuukausi. ",😔 Surullinen,"Kauniita muotoja ja linjoja, graafisuutta, selkeyttä, nainen istuu ilmeisesti ikkunan ääressä. Takana viljelyspenkereitä, ehkä viiniä.","Tämä miellyttää minua. Pidän väreistä, linjoista, aiheesta, selkeydestä."
58,5,😍Rakastunut,Selvää Modigliania. Nimensä mukaisesti punainen tyttö.,Voimakas teos. Lämmin tunne. Mietteliäät silmät.,"Voimakas, lämmin",Kuva on valokuvamaisen tarkka. Valo on kaunis.
58,6,Rento mutta odottava tunne. Tähän voisi liittyä jokin uhka tai pelko.,🤔 Pohdiskeleva,"Nuori tyttö, punaisen sävyt.","Lämmin tunne, ei kovin kiinnostava.",🙂 OK
58,7,"Lampaita jonossa. Aamun tai illan valo. Heijastukset vedessä. Mielenkiintoista, että lampaat kulkevat jonossa.",Tästä tulee mieleen raamatullisia metaforia. Muuten teos ei sykähdytä.,🤔 Pohdiskeleva,"Pöllö, jolla on liivit ja takki. Mietin, miksi taiteilija on tehnyt tämän teoksen.",Pöllön katse on minusta uhkaava. Mietin tekijän motiiveja. En pidä teoksesta.
58,8,🤢 Inhottaa,,,,
58,9,,,,,
58,10,,,,,
58,11,,,,,
58,12,,,,,
59,1,"Kasvojen ilmeen ja ohikiitävän hetken taltiointi eläväiseksi maalaukseksi. On kuin kuvan malli olisi juuri innostumassa jostain, sanomassa jotain taiteilijalle. Myös huoneen yksityiskohdat, taustatapetti, kalusteet sekä maton ja divaanin kuviointi kiinnostavat.","Tunnelma on mallin asennon ja ilmeen takia jännittynyt, valpas ja dynaaminen. Ehkä jopa hieman intiimi, sillä malli nojaa eteenpäin, ja vaikuttaa ottavan suoraa inhimillistä kontaktia katsojaan, kuin joku jonka kanssa käyt keskustelua. Teoksessa on kauniit, harmoniset värit ja kiinnostavia yksityiskohtia. Mieleeni herää kysymyksiä: mikä aikakausi on kyseessä, kuka on kuvan henkilö ja mikä on hänen suhteensa taiteilijaan, mihin tilanne sijoittuu ja miksi näkyvillä on samaan aikaan orientaalisia ja länsimaisia elementtejä.","😄 Iloinen!, 😍Rakastunut, 🤔 Pohdiskeleva, innostunut","Näen kullanhohteisen auringonlaskun meren horistonttia vasten. Samalla huomioini kiinnittyy kauniiseen viivaan, ja onnistuneen harmoniseen sommitelmaan.","Tunnelma on lämmin ja iloinen, valkoinen muoto pilkahtaa leikkisästi. Samalla teos tuntuu olevan hienossa tasapainossa ja tyynen rauhallinen. Kuin vieno, hiljainen hymy. Voisin katsoa tällaista todella pitkään."
59,2,"😄 Iloinen!, 🙂 OK, tyytyväinen","Teos on realistinen, kuvaa ilmeisesti juhlan jälkiä menneeltä aikakaudelta. Katseeni kiinnittyy ensin pöydällä oleviin astioihin, sitten lattian kukkiin ja lopuksi pöydän alla oleviin pulloihin.","Asetelma ja kuva-aihe tuo mieleeni dekadenssia kuvanneet taiteilijat ja teokset, esim. Baudelairen, Henri Toulouse-Lautrecin ja absintiin aikakauden... Mieleeni tulee myös muistot omasta elämästä, hyvien juhlien jälkeisen aamun sotkut ja niihin liittyvä haikea tyytyväisyys.
Maalaustyyli on mielestäni hiukan tylsä ja tumma, ilmaisultaan toteava ja ""kuiva"", eikä kuulu suosikkeihini. ","🤔 Pohdiskeleva, 😴 Tylsistynyt, haikea","Kuvassa mies kurottaa kohti naishahmoa, ehkä teoksen nimen mukaisesti merenneitoa. Kuva tuo mieleeni antiikin kreikan tarustot ja niiden pohjalta tehdyt klassiset maalaukset. Maalauksen leveä muoto ja tiukka rajaus kiinnostavat. Turkoosin ja punertavan värin sommitelma on kaunis, ja vesi sekä kehojen soljuvat muodot maalattu kauniisti. Katseeni kiinnittyy ihanasti kelluvaan kankaanpalaan naishahmon yllä."
59,3,"Ensivaikutelma on ihastuttava, klassisen kaunis. Veden läpikuultavuus ja tekstuurit näyttävät vangitsevan hienoilta, tunnelma on satumainen. Toisaalta hetken katselun jälkeen tuntuu, että olen nähnyt paljon tällaista, ja jotain jää puuttumaan, teos jää vähän ontoksi. Mieshahmo vaikuttaa liian ideaalilta, epäaidolta ja asento väkinäiseltä. Ihan kuin tästä sittenkin puuttuisi jotain todellista ja aitoa ja eläväistä. Ehkä kuva onkin liian kaunis, ja kaipaisin jotain aidompaa, jotain säröä ja sanomaa.","😍Rakastunut, 😴 Tylsistynyt",,,
59,4,,,,,
59,5,,,,,
59,6,,,,,
59,7,,,,,
59,8,,,,,
59,9,,,,,
59,10,,,,,
59,11,,,,,
59,12,,,,,
60,1,"1900-luvun alun naishenkilö joka on ilmeisen kiinnostunut itämaisesta sisustuksesta katsoo vaikeasti luettava ilme kasvoillaan katsojaan. onko hän jäänyt kiinni jostain pahanteosta? Taustalla, hahmon pääl yllä olevat kurjet viittaisivat ehkä johonkin sisäiseen ristiriitaan. Ja onko lattialla karkkien käärepapereita? ","Tulee jotenkin hämmentynyt olo koska kohde katsoo suoraan ulos teoksesta, ja ilme ja asentokin ovat kovin monitulkintaisia. Ihmettelen, mitä on oikein tapahtunut","😮 Yllättynyt, 😕Hämmentynyt, 🤔 Pohdiskeleva, 😱 Pelottaa","Näyttää abstraktilta maisemalta, jossa aurinko on laskemassa järven tai merenlahden takana olevam kukkulan taakse, etualalla liihottelee leija tai muu kangas.","Värien tuhnuisuus jotenkin inhottaa, samalla kuulaasta pallosta tulee kylmähkö olo. Vähän kuin krapula."
60,2,"😕Hämmentynyt, 🤔 Pohdiskeleva, 🤢 Inhottaa","Nyt on ollut isot karkelot. Mikä sotku! Tuolistakin rehottaa täytteet ulkona. Kynttilätkin ovat palaneet loppuun, ja kukat riutuvat lattialla. Mitähän lie tapahtunut?",Olispa kaljaa,"😄 Iloinen!, 🤔 Pohdiskeleva, 😂  Naurattaa","Mies yrittää joko upottaa kalpean naisen ruumista veteen tai nostaa tätä hellävaraisesti veneeseen. Veden pohjalla lojuvat luut viittaisivat ehkä ensimmäiseen vaihtoehtoon? Vai olisiko tässä kyse seireenistä, joka on vetämässä miestä veden alle?"
60,3,Hiukka mietityttää että kukahan tässä on nyt kuolemassa. Kiva tunnelma.,"😕Hämmentynyt, 🤔 Pohdiskeleva, 😱 Pelottaa",,,
60,4,,,,,
60,5,,,,,
60,6,,,,,
60,7,,,,,
60,8,,,,,
60,9,,,,,
60,10,,,,,
60,11,,,,,
60,12,,,,,
61,1,,,,"Muodot ja värit kiinnostavat eniten. Herättää uteliaisuutta ja tarpeen pohtia, mitä taiteilija on halunnut kertoa.","Elämässä on yhtä aikaa läsnä keveyttä, toivoa ja valoa (keltainen) sekä murheita, synkkyyttä, raskautta (sininen). Sinisestä tulee mieleen myös meri ja pohjattomuus. Keltaisesta elämä ja jatkuvuus. Näiden kahden välimaastossa purjehdimme ja valitsemme mitä näemme, muistamme."
61,2,"🤔 Pohdiskeleva, Toiveikas","Aikamoiset pirskeet, niiden jälkeinen päivä.",Ohoh. Mikä on saanut hauskasti alkaneen illan päättymään näin dramaattisesti.,😮 Yllättynyt,"Vastakohtia: nainen/mies, maan/meren ihminen. Houkutus. Eniten kiinnostaa vastakohdat ja niiden tasapainoinen esittäminen."
61,3,Rakkaus ja halu tulevat mieleen.,"😍Rakastunut, Halu","Kauppakuja, entisaikainen elämä.","Yhteiskunnallinen eriarvoisuus, kova elämä tulevat mieleen. Onneksi elän nyt -tunne.",😕Hämmentynyt
61,4,"Seesteisen, varhaisen aamun maaseudulla.",,"Rauhallinen, toiveikas","Eniten kiinnostaa kuvassa olevan henkilön mietteet, tietty ylpeys, joka paistaa läpi sekä olemuksen vaatimattomuus suhteessa tilan ja oman ajan ottamiseen.","Uteliaisuutta, tulee mieleen, että itsenäisyys on mielen tila."
61,5,Innostaa,Vanhemman rouvan.,"Tulee mieleen, että henkilö on omahyväinen ja koppava. Elää omassa kuplassaan.",🤢 Inhottaa,
61,6,,,,,
61,7,,,,,
61,8,,,,,
61,9,,,,,
61,10,,,,,
61,11,,,,,
61,12,,,,,
62,1,"Hämähäkkinaisen. Olen erityisen kiinostunut juuri tuon ajan taiteesta ja symbolismista, joten: aivan kaikki.","Viihdyn teoksen miljöössä ja tunnelmassa, fatale femme on ehkä tarkoitettu uhkaavaksi, mutta näyttäytyy lähinnä huvittavana. Kiinnostavaa, eikä aivan tavallista, että kaunis nainen on kuvattu ei-niin-mairittelevan ilmeen kera. Artistin kosto?","😄 Iloinen!, 😂  Naurattaa","Auringon ja purjeveneen (spinaakkeri) merellä. Taustalla näkyvä kuin päälle maalattu suorakaide, mitä SIINÄ oli? ",Ihailen meren vetistä sineä ja ihmettelen taivaan tunkkaisuutta. Aurinko näyttää keskeneräiseltä / päälle liimatulta.
62,2,🤔 Pohdiskeleva,Illanvieton jäljet aamun karussa valossa. Mistä lattialla olevat kukat ovat peräisin?,"Olen hieman ärsyyntynyt sikailusta, luulen tietäväni ketä juhlijat olivat, mutta mietin mitä heillä oli päällään? Toivon että kukat eivät ole peräisin seppelöidyiltä neidoilta, koska en halua tietää missä kunnossa loput heistä ovat.",ärsyyntynyt,Tökerösti naamioidun kiinnostuksen kuvata erivärisiä ihoja?
62,3,"""Merenneito"" näyttää hukkuneelta, naisen kuoleman romantisointia / fetisointiako taaskin? Bored now.",😴 Tylsistynyt,Suttuisen torinäkymän. Valo.,"Haluaisin kävellä nopeasti torille valoon, mutta siellä on liikaa ihmisiä.",lievästi ahdistaa
62,4,Eläviä olentoja jotka epätoivoissaan talven ja MAALISKUUN jäljiltä kohottavat raajansa kohti taivaita: Me olemme ansainnet AURINGON...,Iloitsen aina oivaltavien ja normista poikkeavien kuvausten äärellä.,😄 Iloinen!,Levollista kauneutta. Kuvapinnan jako ja mitä naisen sisällä taphtuu.,"Levolliselta, tyytyväiseltä, kuva huokuu raitista ilmaa jota tekee mieli hengittää syvään."
62,5,ilahtunut,Ehkä hieman itseensätyytyväisen ja kaksinaamaisen ihmisen? Tulikivenkatkuiset värit ja erikoinen omaa elämäänsä elävä toinen silmä / monokkeli?,Tulee mieleen että muotokuvan henkilö esittää maailmalle lempeää välinpitämättömyyttä mutta on oikeasti sairaalloinen kyttääjä!,"🤔 Pohdiskeleva, 😂  Naurattaa",Traditionaalisia arvoja. Ovatko taustalla näkyvät pienet valkeat hahmot köllöttelijän lapsia vai (muu) seurue johon hän ei viitsi liittyä?
62,6,"Pidän teosta kauniina mutta hieman väkinäisenä. Tunnen uuvuttavan kuumuuden ja toivoisin rouvalle jotain muuta päällepantavaa. Keneltä kädessä olevat kukkaset ovat, lapsiltako? Äiti on nyt vähän väsynyt... ",🙂 OK,Huonosti voivan ja/tai kiukkuisen lapsen. Kuvakulma ja aihevalinta.,Miksi tämä kuva on tehty? Lapsi ei takuulla haluaisi olla kuvassa. Kiinnostaako taiteilijaa vain hiussuortuvien ja punoittavien poskien tekninen toteutus?,ärsyyntynyt
62,7,"Symbolistina halusin nähdä yhden mustan lampaan valkoisten seassa, mutta onhan siellä joku toinenkin tumma...","""Elämän peili??"" No, taululla on peilimäiset kehykset. Lampaat heijastuvat lammikosta. Jonossa kuljetaan - teuraaksi? pettävällä maalla. Valkoinen on valttia?",🤔 Pohdiskeleva,No en ainakaan pöllöä. Pienen viisaan pään josta ei ole vastusta isoille petomaisille käsille.,No kyllä tämä keskivertoa kiinnostavampi selfie on. Tekee mieli ottaa askel taaksepäin.
62,8,😮 Yllättynyt,,,,
62,9,,,,,
62,10,,,,,
62,11,,,,,
62,12,,,,,
63,1,Naisen ilmeen luoma tunnelma: jotain dramaattista on tapahtunut. Kirje on revitty.,Ahdistava tunnelma,🤔 Pohdiskeleva,Jonkinlainen maisema. Valkoinen osio pomppaa esiin,Kuva on värikäs muttei herätä sen kummepia tunteita
63,2,🙂 OK,Hyvät juhlat: kunnon meininki jäljistä päätellen!,"Olisinpa ollut mukana, hauskaa on ollut",😄 Iloinen!,Nuorukainen pelastaa nymfin. Naisen hiukset ja nuorukaisen ruskea vartalo kiinnittävät katseen
63,3,"Omituinen tunnelma, ei houkuttele",😕Hämmentynyt,menneisyyden kaupunki. Valot ja varjot kiinnostavat eniten,Kuva tuo mieleen Charles Dickensin tarinat vanhasta ajasta ja kurjuudesta.,🤔 Pohdiskeleva
63,4,Omituinen tunnelam: puu muistuttaa jotenkin ruumista ja kuolemaa,Ahdistava ja pimeä tunnelma,😕Hämmentynyt,Nainen nautiskelee raittiista ilmasta ikkunan äärellä. Naisen ilme kiinnostaa,Ei herätä kummempia tunteita
63,5,🙂 OK,Punainen nainen. Kasvojen väri on kummallinen ja ilme myös,En pidä erityisemmin,😴 Tylsistynyt,Ihana lepohetki kesäisessä riippukeinussa.
63,6,Herättää positiivisia tunteita. Halusin olla tuossa,"😄 Iloinen!, 😍Rakastunut",Yksinäinen tyttö. Punaiset posket tarraavat katseen,Tulee sääli tyttöä,"🤔 Pohdiskeleva, 😔 Surullinen"
63,7,lampaita jonossa. Vesi  maisemassa kiinnittää huomioni,Apea kuva: marssivatko lampaat teuraalle?,😔 Surullinen,Hirviö! Katse on kamala,Kauhea kuva joka ei herätä intohimoja
63,8,🤢 Inhottaa,,,,
63,9,,,,,
63,10,,,,,
63,11,,,,,
63,12,,,,,
64,1,"אישה בת המאה הקודמת, נראה שנסערת, מביטה ישירות אל הצופה. נראה רקע ג'פוניסטי עם עגורים סוערים סביב. משהו קרוע על הרצפה מרמז לסערת רגשות.",על שברון לב שנשאר סגור כסוד,"הזדהות, כאב, רחמים",killing me softly,😥
64,2,משטחי צבע גיאומטריים,ים ומדבר,"טבע אבסולוטי מעורר השתאות, הנשגב",המבט אל האינסוף,🙂 מעט שמח
64,3,שולחן הילולה לאחר סיום האירוע,נוכחות החסר - ההשארות של השרידים המהווים עדות למה שהתרחש לפני כן. העדרות החוגגים יוצרת אי נוחות ותחושת חוסר,"גורמת להרגיש ריקנות, ההעדרות של האנשים וההשארות של החפצים היא סוג של ארכיאולוגיה של החסר",החגיגה הנעדרת,😕 בִּלבּוּל
64,4,גבר הרוכן מסירה לעבר סירנה הצפה על המים,"פאן פטאל, אודיסאוס (מתחבר לנושאי המחקר שלי)","סכנה אורבת, פסטורליה מדומה, כעס על השימוש בסטריאוטיפים כלפי נשים",כמיהה מסוכנת,💋
64,5,,,,,
64,6,,,,,
64,7,,,,,
64,8,,,,,
64,9,,,,,
64,10,,,,,
64,11,,,,,
64,12,,,,,
65,1,"הפנים הלא נשיות של הדמות, ערבוב של סגנונות",זה אנטי מה שבדרך כלל תמונה עם דמות עם שמלה גדולה נראית בדרך כלל,"מעט קודרת, לא נותנת הרגשה נעימה",סוף עידן,😕 בִּלבּוּל
65,2,השמיים הצהובים,"משחק מעניין של קווים, מקוריות","הרגשה טובה, מעוררת מחשבה, צבעים שמחים",זריחה,😄 שַׂמֵחַ
65,3,,,,,
65,4,,,,,
65,5,,,,,
65,6,,,,,
65,7,,,,,
65,8,,,,,
65,9,,,,,
65,10,,,,,
65,11,,,,,
65,12,,,,,
66,1,אישה ,על דברים עצובים,עצוב ומדכא אולי בגלל הצבעים הכהים ואווירה שנוצרת בעקבות זה,לילה קשה,😔 עֶצֶב
66,2,סירה בים,על הים ועל הקיץ,רגוע ושמח,שלווה,🙂 מעט שמח
66,3,שולחן לאחר ארוחת הערב,על ארוע משמח,מבולגן,אחרי ההארוחה,😕 בִּלבּוּל
66,4,בת הים ,על האהבה בינהם ,מרגישים אהבה באוויר,בת הים,😍 רגשות של אהבה או התאהבות
66,5,,,,,
66,6,,,,,
66,7,,,,,
66,8,,,,,
66,9,,,,,
66,10,,,,,
66,11,,,,,
66,12,,,,,
67,1,פרצוף,טרגדיה,עצב,טרגדיה,😔 עֶצֶב
67,2,צהוב,כלום,שיעמום,כלום,😴 הִשׁתַעמְמוּת
67,3,בקבוקים על הרצפה,תאבון,,חג שמח,😄 שַׂמֵחַ
67,4,הבדלי צבע,הצלה,לא ברור,יופי,"😕 בִּלבּוּל, 🤔 מְהוּרהָר"
67,5,,,,,
67,6,,,,,
67,7,,,,,
67,8,,,,,
67,9,,,,,
67,10,,,,,
67,11,,,,,
67,12,,,,,
68,1,"חדר, בחורה מתוחה, ספה , שולחן",לחץ,"לחוץ, לא נוח",,😱 פַּחַד
68,2,"שמש, ים, הרים, אבק","חם, חם מאוד",לא נעים,,מוטרד
68,3,"שולחן לא מאורגן אחרי חגיגה, זבל בצדדי החדר",חגיגה שהסתיימה,עייפות,,"🤢 גועל, עייפות"
68,4,גבר ואשה ערומים,"אהבה , אושר, הנאה","שמח, חושק",,"😍 רגשות של אהבה או התאהבות, הנאה"
68,5,"עיר עתיקה, שוק",על היסטוריה ועבר,התעניינות,,מתעניין
68,6,"עץ, הרס, שמיים",חיים ומוות,מפוחד ומוטרד,,"😱 פַּחַד, מוטרד"
68,7,,,,,
68,8,,,,,
68,9,,,,,
68,10,,,,,
68,11,,,,,
68,12,,,,,
69,1,הדמות קבלה מכתב מכעיס וקרעה אותו. 1. חצי החיוך של הדמות; 2. פיסות הנייר הקרוע על הרצפה.,פרידות.,אי-אמון כלפי הדמות.,הלם פרידה.,"😕 בִּלבּוּל, 😡 כַּעַס"
69,2,סירת מפרש בין הערביים.,חוסר עניין בים (אבל  לא בציור.),תחושת יופי.,חזרה משיט.,תוגה.
69,3,תשוקה. הבולט: כפית בספל; גביעי משקה חצי מלאים. קישוטי פרחים מוקפדים.,פגישה רומנטית שעברה באמצעה לחדר השינה.,"""בהצלחה!""",נסיים כשנחזור.,😍 רגשות של אהבה או התאהבות
69,4,בת-ים מתה (טבעה?). הבולט: הקונטרסט בצבעי חיים ומוות.,,הפתעה וצער.,היא מתה!,"😕 בִּלבּוּל, 😔 עֶצֶב"
69,5,,,,,
69,6,,,,,
69,7,,,,,
69,8,,,,,
69,9,,,,,
69,10,,,,,
69,11,,,,,
69,12,,,,,
70,1,אישה יושבת על כורסא כשמאחוריה רקע של חסידות,"התמונה מזכירה לי במעט תמונות ישנות של אבי, וכן תמונות מביתם של סבי וסבתי ז""ל (הוריו של אבי)",הזיכרון של סבי וסבתי שעולה מהתמונה גורם לי להתרגש,האישה והחסידות,🙂 מעט שמח
70,2,צורות (הבולטות מבניהן הן האדומה והכחולה שגם נראית קצת כמו ים) על רקע צהוב עם שמש שמתחילה לזרוח. חלק מהצורות גם קצת מזכירות עפיפון או אוניה מנייר,יצירה נחמדה שמסקרנת אותי מה הייתה הכוונה מאחוריה ומזכירה לי חידות של משחקי ראייה,התמונה גורמת לי לחייך כי היא נחמדה,ים מצורות,😄 שַׂמֵחַ
70,3,שולחן אוכל שמוכן לארוחה רומנטית עם פרחים על הרצפה,גורמת לי לתהות האם התכנון המקורי היה לתאר חוויה של דייט,גורמת לי להרגיש שאני לא מתרשם,הדייט שתקע אותי,😴 הִשׁתַעמְמוּת
70,4,איש ערום בתוך סירה מוציא אישה ערומה מהים,זה נראה לי כמו ניסיון להיות יצירתי ואומנותי שאני אישית לא מתחבר אליו,"יצירת האומנות הזאת לא יוצרת אצלי הרגשה מיוחדת, פשוט לא מתחבר",השייט האינטימי,😴 הִשׁתַעמְמוּת
70,5,,,,,
70,6,,,,,
70,7,,,,,
70,8,,,,,
70,9,,,,,
70,10,,,,,
70,11,,,,,
70,12,,,,,
71,1,אישה יושבת על מיטה. הכי בולט זה המבט שלה,,"היא גורמת להרגיש מעט אי-נוחות, וקצת רגש של ציפייה",,"😍 רגשות של אהבה או התאהבות, 😕 בִּלבּוּל"
71,2,אני רואה ים ואופק,,הרהור,,"🤔 מְהוּרהָר, 😴 הִשׁתַעמְמוּת"
71,3,שולחן לאחר מסיבה. הכי בולט זה הפרחים על הרצפה,,רגש של עצב וגועל,,"😔 עֶצֶב, 🤢 גועל"
71,4,בחור על סירה מושיט יש לימפה במים,,"הרגש מהתמונה הוא של השתהות, יופי ושל עצב לא ברור",,"🤔 מְהוּרהָר, 😔 עֶצֶב"
71,5,,,,,
71,6,,,,,
71,7,,,,,
71,8,,,,,
71,9,,,,,
71,10,,,,,
71,11,,,,,
71,12,,,,,
72,1,אישה צעירה,,פחד,,😱 פַּחַד
72,2,סירה בשקיעה,,שלווה,,😊
72,3,שולחן לארוחת ערב פרחים,,רעב,,🙂 מעט שמח
72,4,אדם אישה,,מהורהר,,🤔 מְהוּרהָר
72,5,,,,,
72,6,,,,,
72,7,,,,,
72,8,,,,,
72,9,,,,,
72,10,,,,,
72,11,,,,,
72,12,,,,,
